Country,Year,Metric,Classification,Value
Latvia,2002,R&D_GDP,Higher education sector,0.17
Latvia,2003,R&D_GDP,Higher education sector,0.16
Latvia,2004,R&D_GDP,Higher education sector,0.15
Latvia,2005,R&D_GDP,Higher education sector,0.22
Latvia,2006,R&D_GDP,Higher education sector,0.24
Latvia,2007,R&D_GDP,Higher education sector,0.25
Latvia,2008,R&D_GDP,Higher education sector,0.29
Latvia,2009,R&D_GDP,Higher education sector,0.18
Latvia,2010,R&D_GDP,Higher education sector,0.25
Latvia,2011,R&D_GDP,Higher education sector,0.36
Latvia,2012,R&D_GDP,Higher education sector,0.35
Latvia,2013,R&D_GDP,Higher education sector,0.27
Latvia,2014,R&D_GDP,Higher education sector,0.29
Latvia,2015,R&D_GDP,Higher education sector,0.32
Latvia,2016,R&D_GDP,Higher education sector,0.2
Latvia,2017,R&D_GDP,Higher education sector,0.25
Latvia,2018,R&D_GDP,Higher education sector,0.35
Latvia,2019,R&D_GDP,Higher education sector,0.36
Latvia,2020,R&D_GDP,Higher education sector,0.36
Latvia,2021,R&D_GDP,Higher education sector,0.34
Latvia,2022,R&D_GDP,Higher education sector,0.38
Latvia,2023,R&D_GDP,Higher education sector,0.37
Montenegro,2011,R&D_GDP,Higher education sector,0.14
Montenegro,2013,R&D_GDP,Higher education sector,0.12
Montenegro,2014,R&D_GDP,Higher education sector,0.14
Montenegro,2015,R&D_GDP,Higher education sector,0.17
Montenegro,2016,R&D_GDP,Higher education sector,0.19
Montenegro,2017,R&D_GDP,Higher education sector,0.17
Montenegro,2018,R&D_GDP,Higher education sector,0.17
Montenegro,2019,R&D_GDP,Higher education sector,0.13
North Macedonia,2015,R&D_GDP,Higher education sector,0.3
North Macedonia,2016,R&D_GDP,Higher education sector,0.27
North Macedonia,2017,R&D_GDP,Higher education sector,0.22
North Macedonia,2018,R&D_GDP,Higher education sector,0.21
North Macedonia,2019,R&D_GDP,Higher education sector,0.23
North Macedonia,2020,R&D_GDP,Higher education sector,0.24
North Macedonia,2022,R&D_GDP,Higher education sector,0.24
Malta,2002,R&D_GDP,Higher education sector,0.15
Malta,2003,R&D_GDP,Higher education sector,0.15
Malta,2004,R&D_GDP,Higher education sector,0.15
Malta,2005,R&D_GDP,Higher education sector,0.15
Malta,2006,R&D_GDP,Higher education sector,0.17
Malta,2007,R&D_GDP,Higher education sector,0.17
Malta,2008,R&D_GDP,Higher education sector,0.16
Malta,2009,R&D_GDP,Higher education sector,0.16
Malta,2010,R&D_GDP,Higher education sector,0.21
Malta,2011,R&D_GDP,Higher education sector,0.2
Malta,2012,R&D_GDP,Higher education sector,0.28
Malta,2013,R&D_GDP,Higher education sector,0.28
Malta,2014,R&D_GDP,Higher education sector,0.24
Malta,2015,R&D_GDP,Higher education sector,0.22
Malta,2016,R&D_GDP,Higher education sector,0.2
Malta,2017,R&D_GDP,Higher education sector,0.18
Malta,2018,R&D_GDP,Higher education sector,0.2
Malta,2019,R&D_GDP,Higher education sector,0.2
Malta,2020,R&D_GDP,Higher education sector,0.21
Malta,2021,R&D_GDP,Higher education sector,0.21
Malta,2022,R&D_GDP,Higher education sector,0.21
Malta,2023,R&D_GDP,Higher education sector,0.26
Netherlands,2000,R&D_GDP,Higher education sector,0.57
Netherlands,2001,R&D_GDP,Higher education sector,0.57
Netherlands,2002,R&D_GDP,Higher education sector,0.6
Netherlands,2003,R&D_GDP,Higher education sector,0.61
Netherlands,2004,R&D_GDP,Higher education sector,0.59
Netherlands,2005,R&D_GDP,Higher education sector,0.61
Netherlands,2006,R&D_GDP,Higher education sector,0.58
Netherlands,2007,R&D_GDP,Higher education sector,0.58
Netherlands,2008,R&D_GDP,Higher education sector,0.61
Netherlands,2009,R&D_GDP,Higher education sector,0.66
Netherlands,2010,R&D_GDP,Higher education sector,0.68
Netherlands,2011,R&D_GDP,Higher education sector,0.61
Netherlands,2012,R&D_GDP,Higher education sector,0.6
Netherlands,2013,R&D_GDP,Higher education sector,0.61
Netherlands,2014,R&D_GDP,Higher education sector,0.63
Netherlands,2015,R&D_GDP,Higher education sector,0.63
Netherlands,2016,R&D_GDP,Higher education sector,0.6
Netherlands,2017,R&D_GDP,Higher education sector,0.6
Netherlands,2018,R&D_GDP,Higher education sector,0.58
Netherlands,2019,R&D_GDP,Higher education sector,0.59
Netherlands,2020,R&D_GDP,Higher education sector,0.63
Netherlands,2021,R&D_GDP,Higher education sector,0.63
Netherlands,2022,R&D_GDP,Higher education sector,0.58
Netherlands,2023,R&D_GDP,Higher education sector,0.54
Norway,2001,R&D_GDP,Higher education sector,0.4
Norway,2002,R&D_GDP,Higher education sector,0.44
Norway,2003,R&D_GDP,Higher education sector,0.46
Norway,2004,R&D_GDP,Higher education sector,0.46
Norway,2005,R&D_GDP,Higher education sector,0.46
Norway,2006,R&D_GDP,Higher education sector,0.44
Norway,2007,R&D_GDP,Higher education sector,0.5
Norway,2008,R&D_GDP,Higher education sector,0.5
Norway,2009,R&D_GDP,Higher education sector,0.55
Norway,2010,R&D_GDP,Higher education sector,0.53
Norway,2011,R&D_GDP,Higher education sector,0.51
Norway,2012,R&D_GDP,Higher education sector,0.5
Norway,2013,R&D_GDP,Higher education sector,0.52
Norway,2014,R&D_GDP,Higher education sector,0.53
Norway,2015,R&D_GDP,Higher education sector,0.6
Norway,2016,R&D_GDP,Higher education sector,0.66
Norway,2017,R&D_GDP,Higher education sector,0.7
Norway,2018,R&D_GDP,Higher education sector,0.7
Norway,2019,R&D_GDP,Higher education sector,0.73
Norway,2020,R&D_GDP,Higher education sector,0.75
Norway,2021,R&D_GDP,Higher education sector,0.62
Norway,2022,R&D_GDP,Higher education sector,0.51
Norway,2023,R&D_GDP,Higher education sector,0.58
Poland,2000,R&D_GDP,Higher education sector,0.2
Poland,2001,R&D_GDP,Higher education sector,0.2
Poland,2002,R&D_GDP,Higher education sector,0.19
Poland,2003,R&D_GDP,Higher education sector,0.17
Poland,2004,R&D_GDP,Higher education sector,0.18
Poland,2005,R&D_GDP,Higher education sector,0.18
Poland,2006,R&D_GDP,Higher education sector,0.17
Poland,2007,R&D_GDP,Higher education sector,0.19
Poland,2008,R&D_GDP,Higher education sector,0.2
Poland,2009,R&D_GDP,Higher education sector,0.24
Poland,2010,R&D_GDP,Higher education sector,0.27
Poland,2011,R&D_GDP,Higher education sector,0.26
Poland,2012,R&D_GDP,Higher education sector,0.3
Poland,2013,R&D_GDP,Higher education sector,0.26
Poland,2014,R&D_GDP,Higher education sector,0.28
Poland,2015,R&D_GDP,Higher education sector,0.29
Poland,2016,R&D_GDP,Higher education sector,0.3
Poland,2017,R&D_GDP,Higher education sector,0.34
Poland,2018,R&D_GDP,Higher education sector,0.38
Poland,2019,R&D_GDP,Higher education sector,0.47
Poland,2020,R&D_GDP,Higher education sector,0.48
Poland,2021,R&D_GDP,Higher education sector,0.49
Poland,2022,R&D_GDP,Higher education sector,0.46
Poland,2023,R&D_GDP,Higher education sector,0.52
Portugal,2000,R&D_GDP,Higher education sector,0.27
Portugal,2001,R&D_GDP,Higher education sector,0.28
Portugal,2002,R&D_GDP,Higher education sector,0.27
Portugal,2003,R&D_GDP,Higher education sector,0.27
Portugal,2004,R&D_GDP,Higher education sector,0.27
Portugal,2005,R&D_GDP,Higher education sector,0.27
Portugal,2006,R&D_GDP,Higher education sector,0.3
Portugal,2007,R&D_GDP,Higher education sector,0.33
Portugal,2008,R&D_GDP,Higher education sector,0.5
Portugal,2009,R&D_GDP,Higher education sector,0.58
Portugal,2010,R&D_GDP,Higher education sector,0.57
Portugal,2011,R&D_GDP,Higher education sector,0.53
Portugal,2012,R&D_GDP,Higher education sector,0.5
Portugal,2013,R&D_GDP,Higher education sector,0.59
Portugal,2014,R&D_GDP,Higher education sector,0.59
Portugal,2015,R&D_GDP,Higher education sector,0.57
Portugal,2016,R&D_GDP,Higher education sector,0.57
Portugal,2017,R&D_GDP,Higher education sector,0.56
Portugal,2018,R&D_GDP,Higher education sector,0.56
Portugal,2019,R&D_GDP,Higher education sector,0.56
Portugal,2020,R&D_GDP,Higher education sector,0.58
Portugal,2021,R&D_GDP,Higher education sector,0.56
Portugal,2022,R&D_GDP,Higher education sector,0.53
Portugal,2023,R&D_GDP,Higher education sector,0.51
Romania,2000,R&D_GDP,Higher education sector,0.04
Romania,2001,R&D_GDP,Higher education sector,0.04
Romania,2002,R&D_GDP,Higher education sector,0.06
Romania,2003,R&D_GDP,Higher education sector,0.04
Romania,2004,R&D_GDP,Higher education sector,0.04
Romania,2005,R&D_GDP,Higher education sector,0.06
Romania,2006,R&D_GDP,Higher education sector,0.08
Romania,2007,R&D_GDP,Higher education sector,0.12
Romania,2008,R&D_GDP,Higher education sector,0.16
Romania,2009,R&D_GDP,Higher education sector,0.11
Romania,2010,R&D_GDP,Higher education sector,0.11
Romania,2011,R&D_GDP,Higher education sector,0.11
Romania,2012,R&D_GDP,Higher education sector,0.09
Romania,2013,R&D_GDP,Higher education sector,0.08
Romania,2014,R&D_GDP,Higher education sector,0.06
Romania,2015,R&D_GDP,Higher education sector,0.09
Romania,2016,R&D_GDP,Higher education sector,0.06
Romania,2017,R&D_GDP,Higher education sector,0.05
Romania,2018,R&D_GDP,Higher education sector,0.05
Romania,2019,R&D_GDP,Higher education sector,0.05
Romania,2020,R&D_GDP,Higher education sector,0.04
Romania,2021,R&D_GDP,Higher education sector,0.04
Romania,2022,R&D_GDP,Higher education sector,0.04
Romania,2023,R&D_GDP,Higher education sector,0.06
Serbia,2009,R&D_GDP,Higher education sector,0.43
Serbia,2010,R&D_GDP,Higher education sector,0.35
Serbia,2011,R&D_GDP,Higher education sector,0.37
Serbia,2012,R&D_GDP,Higher education sector,0.38
Serbia,2013,R&D_GDP,Higher education sector,0.35
Serbia,2014,R&D_GDP,Higher education sector,0.32
Serbia,2015,R&D_GDP,Higher education sector,0.32
Serbia,2016,R&D_GDP,Higher education sector,0.29
Serbia,2017,R&D_GDP,Higher education sector,0.3
Serbia,2018,R&D_GDP,Higher education sector,0.29
Serbia,2019,R&D_GDP,Higher education sector,0.29
Serbia,2020,R&D_GDP,Higher education sector,0.27
Serbia,2021,R&D_GDP,Higher education sector,0.27
Serbia,2022,R&D_GDP,Higher education sector,0.28
Serbia,2023,R&D_GDP,Higher education sector,0.26
Sweden,2001,R&D_GDP,Higher education sector,0.76
Sweden,2003,R&D_GDP,Higher education sector,0.78
Sweden,2004,R&D_GDP,Higher education sector,0.77
Sweden,2005,R&D_GDP,Higher education sector,0.74
Sweden,2006,R&D_GDP,Higher education sector,0.72
Sweden,2007,R&D_GDP,Higher education sector,0.71
Sweden,2008,R&D_GDP,Higher education sector,0.74
Sweden,2009,R&D_GDP,Higher education sector,0.84
Sweden,2010,R&D_GDP,Higher education sector,0.84
Sweden,2011,R&D_GDP,Higher education sector,0.84
Sweden,2012,R&D_GDP,Higher education sector,0.88
Sweden,2013,R&D_GDP,Higher education sector,0.89
Sweden,2014,R&D_GDP,Higher education sector,0.91
Sweden,2015,R&D_GDP,Higher education sector,0.87
Sweden,2016,R&D_GDP,Higher education sector,0.87
Sweden,2017,R&D_GDP,Higher education sector,0.85
Sweden,2018,R&D_GDP,Higher education sector,0.85
Sweden,2019,R&D_GDP,Higher education sector,0.8
Sweden,2020,R&D_GDP,Higher education sector,0.81
Sweden,2021,R&D_GDP,Higher education sector,0.79
Sweden,2022,R&D_GDP,Higher education sector,0.76
Sweden,2023,R&D_GDP,Higher education sector,0.77
Slovenia,2000,R&D_GDP,Higher education sector,0.23
Slovenia,2001,R&D_GDP,Higher education sector,0.24
Slovenia,2002,R&D_GDP,Higher education sector,0.23
Slovenia,2003,R&D_GDP,Higher education sector,0.17
Slovenia,2004,R&D_GDP,Higher education sector,0.18
Slovenia,2005,R&D_GDP,Higher education sector,0.24
Slovenia,2006,R&D_GDP,Higher education sector,0.23
Slovenia,2007,R&D_GDP,Higher education sector,0.22
Slovenia,2008,R&D_GDP,Higher education sector,0.22
Slovenia,2009,R&D_GDP,Higher education sector,0.27
Slovenia,2010,R&D_GDP,Higher education sector,0.29
Slovenia,2011,R&D_GDP,Higher education sector,0.29
Slovenia,2012,R&D_GDP,Higher education sector,0.29
Slovenia,2013,R&D_GDP,Higher education sector,0.27
Slovenia,2014,R&D_GDP,Higher education sector,0.25
Slovenia,2015,R&D_GDP,Higher education sector,0.23
Slovenia,2016,R&D_GDP,Higher education sector,0.22
Slovenia,2017,R&D_GDP,Higher education sector,0.21
Slovenia,2018,R&D_GDP,Higher education sector,0.23
Slovenia,2019,R&D_GDP,Higher education sector,0.24
Slovenia,2020,R&D_GDP,Higher education sector,0.26
Slovenia,2021,R&D_GDP,Higher education sector,0.26
Slovenia,2022,R&D_GDP,Higher education sector,0.27
Slovenia,2023,R&D_GDP,Higher education sector,0.29
Slovakia,2000,R&D_GDP,Higher education sector,0.06
Slovakia,2001,R&D_GDP,Higher education sector,0.06
Slovakia,2002,R&D_GDP,Higher education sector,0.05
Slovakia,2003,R&D_GDP,Higher education sector,0.07
Slovakia,2004,R&D_GDP,Higher education sector,0.1
Slovakia,2005,R&D_GDP,Higher education sector,0.1
Slovakia,2006,R&D_GDP,Higher education sector,0.11
Slovakia,2007,R&D_GDP,Higher education sector,0.11
Slovakia,2008,R&D_GDP,Higher education sector,0.11
Slovakia,2009,R&D_GDP,Higher education sector,0.12
Slovakia,2010,R&D_GDP,Higher education sector,0.17
Slovakia,2011,R&D_GDP,Higher education sector,0.23
Slovakia,2012,R&D_GDP,Higher education sector,0.27
Slovakia,2013,R&D_GDP,Higher education sector,0.27
Slovakia,2014,R&D_GDP,Higher education sector,0.3
Slovakia,2015,R&D_GDP,Higher education sector,0.51
Slovakia,2016,R&D_GDP,Higher education sector,0.22
Slovakia,2017,R&D_GDP,Higher education sector,0.22
Slovakia,2018,R&D_GDP,Higher education sector,0.2
Slovakia,2019,R&D_GDP,Higher education sector,0.21
Slovakia,2020,R&D_GDP,Higher education sector,0.23
Slovakia,2021,R&D_GDP,Higher education sector,0.23
Slovakia,2022,R&D_GDP,Higher education sector,0.25
Slovakia,2023,R&D_GDP,Higher education sector,0.27
Austria,2002,R&D_GDP,Private non-profit sector,0.01
Austria,2004,R&D_GDP,Private non-profit sector,0.01
Austria,2005,R&D_GDP,Private non-profit sector,0.01
Austria,2006,R&D_GDP,Private non-profit sector,0.01
Austria,2007,R&D_GDP,Private non-profit sector,0.01
Austria,2008,R&D_GDP,Private non-profit sector,0.01
Austria,2009,R&D_GDP,Private non-profit sector,0.01
Austria,2010,R&D_GDP,Private non-profit sector,0.01
Austria,2011,R&D_GDP,Private non-profit sector,0.01
Austria,2012,R&D_GDP,Private non-profit sector,0.01
Austria,2013,R&D_GDP,Private non-profit sector,0.01
Austria,2014,R&D_GDP,Private non-profit sector,0.01
Austria,2015,R&D_GDP,Private non-profit sector,0.02
Austria,2016,R&D_GDP,Private non-profit sector,0.02
Austria,2017,R&D_GDP,Private non-profit sector,0.02
Austria,2018,R&D_GDP,Private non-profit sector,0.02
Austria,2019,R&D_GDP,Private non-profit sector,0.02
Austria,2020,R&D_GDP,Private non-profit sector,0.02
Austria,2021,R&D_GDP,Private non-profit sector,0.02
Austria,2022,R&D_GDP,Private non-profit sector,0.02
Austria,2023,R&D_GDP,Private non-profit sector,0.02
Belgium,2000,R&D_GDP,Private non-profit sector,0.02
Belgium,2001,R&D_GDP,Private non-profit sector,0.02
Belgium,2002,R&D_GDP,Private non-profit sector,0.02
Belgium,2003,R&D_GDP,Private non-profit sector,0.02
Belgium,2004,R&D_GDP,Private non-profit sector,0.03
Belgium,2005,R&D_GDP,Private non-profit sector,0.02
Belgium,2006,R&D_GDP,Private non-profit sector,0.03
Belgium,2007,R&D_GDP,Private non-profit sector,0.02
Belgium,2008,R&D_GDP,Private non-profit sector,0.02
Belgium,2009,R&D_GDP,Private non-profit sector,0.02
Belgium,2010,R&D_GDP,Private non-profit sector,0.02
Belgium,2011,R&D_GDP,Private non-profit sector,0.02
Belgium,2012,R&D_GDP,Private non-profit sector,0.01
Belgium,2013,R&D_GDP,Private non-profit sector,0.01
Belgium,2014,R&D_GDP,Private non-profit sector,0.01
Belgium,2015,R&D_GDP,Private non-profit sector,0.01
Belgium,2016,R&D_GDP,Private non-profit sector,0.02
Belgium,2017,R&D_GDP,Private non-profit sector,0.01
Belgium,2018,R&D_GDP,Private non-profit sector,0.02
Belgium,2019,R&D_GDP,Private non-profit sector,0.02
Belgium,2020,R&D_GDP,Private non-profit sector,0.02
Belgium,2021,R&D_GDP,Private non-profit sector,0.02
Belgium,2022,R&D_GDP,Private non-profit sector,0.02
Belgium,2023,R&D_GDP,Private non-profit sector,0.02
Bulgaria,2000,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2001,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2002,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2003,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2004,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2005,R&D_GDP,Private non-profit sector,0.01
Bulgaria,2006,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2007,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2008,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2009,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2010,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2011,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2012,R&D_GDP,Private non-profit sector,0.01
Bulgaria,2013,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2014,R&D_GDP,Private non-profit sector,0.01
Bulgaria,2015,R&D_GDP,Private non-profit sector,0.01
Bulgaria,2016,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2017,R&D_GDP,Private non-profit sector,0.01
Bulgaria,2018,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2019,R&D_GDP,Private non-profit sector,0.01
Bulgaria,2020,R&D_GDP,Private non-profit sector,0.01
Bulgaria,2021,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2022,R&D_GDP,Private non-profit sector,0.0
Bulgaria,2023,R&D_GDP,Private non-profit sector,0.0
Switzerland,2000,R&D_GDP,Private non-profit sector,0.04
Switzerland,2004,R&D_GDP,Private non-profit sector,0.06
Switzerland,2008,R&D_GDP,Private non-profit sector,0.04
Switzerland,2012,R&D_GDP,Private non-profit sector,0.05
Switzerland,2015,R&D_GDP,Private non-profit sector,0.08
Switzerland,2017,R&D_GDP,Private non-profit sector,0.08
Switzerland,2019,R&D_GDP,Private non-profit sector,0.09
Switzerland,2021,R&D_GDP,Private non-profit sector,0.09
Cyprus,2000,R&D_GDP,Private non-profit sector,0.02
Cyprus,2001,R&D_GDP,Private non-profit sector,0.02
Cyprus,2002,R&D_GDP,Private non-profit sector,0.03
Cyprus,2003,R&D_GDP,Private non-profit sector,0.02
Cyprus,2004,R&D_GDP,Private non-profit sector,0.02
Cyprus,2005,R&D_GDP,Private non-profit sector,0.03
Cyprus,2006,R&D_GDP,Private non-profit sector,0.03
Cyprus,2007,R&D_GDP,Private non-profit sector,0.03
Cyprus,2008,R&D_GDP,Private non-profit sector,0.04
Cyprus,2009,R&D_GDP,Private non-profit sector,0.06
Cyprus,2010,R&D_GDP,Private non-profit sector,0.06
Cyprus,2011,R&D_GDP,Private non-profit sector,0.07
Cyprus,2012,R&D_GDP,Private non-profit sector,0.06
Cyprus,2013,R&D_GDP,Private non-profit sector,0.06
Cyprus,2014,R&D_GDP,Private non-profit sector,0.08
Cyprus,2015,R&D_GDP,Private non-profit sector,0.07
Cyprus,2016,R&D_GDP,Private non-profit sector,0.07
Cyprus,2017,R&D_GDP,Private non-profit sector,0.06
Cyprus,2018,R&D_GDP,Private non-profit sector,0.07
Cyprus,2019,R&D_GDP,Private non-profit sector,0.08
Cyprus,2020,R&D_GDP,Private non-profit sector,0.11
Cyprus,2021,R&D_GDP,Private non-profit sector,0.1
Cyprus,2022,R&D_GDP,Private non-profit sector,0.11
Cyprus,2023,R&D_GDP,Private non-profit sector,0.11
Czechia,2000,R&D_GDP,Private non-profit sector,0.01
Czechia,2001,R&D_GDP,Private non-profit sector,0.01
Czechia,2002,R&D_GDP,Private non-profit sector,0.0
Czechia,2003,R&D_GDP,Private non-profit sector,0.0
Czechia,2004,R&D_GDP,Private non-profit sector,0.0
Czechia,2005,R&D_GDP,Private non-profit sector,0.01
Czechia,2006,R&D_GDP,Private non-profit sector,0.01
Czechia,2007,R&D_GDP,Private non-profit sector,0.01
Czechia,2008,R&D_GDP,Private non-profit sector,0.01
Czechia,2009,R&D_GDP,Private non-profit sector,0.01
Czechia,2010,R&D_GDP,Private non-profit sector,0.01
Czechia,2011,R&D_GDP,Private non-profit sector,0.01
Czechia,2012,R&D_GDP,Private non-profit sector,0.01
Czechia,2013,R&D_GDP,Private non-profit sector,0.01
Czechia,2014,R&D_GDP,Private non-profit sector,0.01
Czechia,2015,R&D_GDP,Private non-profit sector,0.01
Czechia,2016,R&D_GDP,Private non-profit sector,0.0
Czechia,2017,R&D_GDP,Private non-profit sector,0.0
Czechia,2018,R&D_GDP,Private non-profit sector,0.0
Czechia,2019,R&D_GDP,Private non-profit sector,0.01
Czechia,2020,R&D_GDP,Private non-profit sector,0.01
Czechia,2021,R&D_GDP,Private non-profit sector,0.01
Czechia,2022,R&D_GDP,Private non-profit sector,0.01
Czechia,2023,R&D_GDP,Private non-profit sector,0.02
Germany,2022,R&D_GDP,Private non-profit sector,0.07
Germany,2023,R&D_GDP,Private non-profit sector,0.07
Denmark,2000,R&D_GDP,Private non-profit sector,0.02
Denmark,2001,R&D_GDP,Private non-profit sector,0.02
Denmark,2002,R&D_GDP,Private non-profit sector,0.01
Denmark,2003,R&D_GDP,Private non-profit sector,0.02
Denmark,2004,R&D_GDP,Private non-profit sector,0.02
Denmark,2005,R&D_GDP,Private non-profit sector,0.02
Denmark,2006,R&D_GDP,Private non-profit sector,0.01
Denmark,2007,R&D_GDP,Private non-profit sector,0.01
Denmark,2008,R&D_GDP,Private non-profit sector,0.01
Denmark,2009,R&D_GDP,Private non-profit sector,0.01
Denmark,2010,R&D_GDP,Private non-profit sector,0.01
Denmark,2011,R&D_GDP,Private non-profit sector,0.01
Denmark,2012,R&D_GDP,Private non-profit sector,0.01
Denmark,2013,R&D_GDP,Private non-profit sector,0.01
Denmark,2014,R&D_GDP,Private non-profit sector,0.01
Denmark,2015,R&D_GDP,Private non-profit sector,0.01
Denmark,2016,R&D_GDP,Private non-profit sector,0.01
Denmark,2017,R&D_GDP,Private non-profit sector,0.01
Denmark,2018,R&D_GDP,Private non-profit sector,0.01
Denmark,2019,R&D_GDP,Private non-profit sector,0.01
Denmark,2020,R&D_GDP,Private non-profit sector,0.01
Denmark,2021,R&D_GDP,Private non-profit sector,0.01
Denmark,2022,R&D_GDP,Private non-profit sector,0.01
Denmark,2023,R&D_GDP,Private non-profit sector,0.01
Estonia,2000,R&D_GDP,Private non-profit sector,0.01
Estonia,2001,R&D_GDP,Private non-profit sector,0.01
Estonia,2002,R&D_GDP,Private non-profit sector,0.03
Estonia,2003,R&D_GDP,Private non-profit sector,0.02
Estonia,2004,R&D_GDP,Private non-profit sector,0.02
Estonia,2005,R&D_GDP,Private non-profit sector,0.02
Estonia,2006,R&D_GDP,Private non-profit sector,0.02
Estonia,2007,R&D_GDP,Private non-profit sector,0.03
Estonia,2008,R&D_GDP,Private non-profit sector,0.03
Estonia,2009,R&D_GDP,Private non-profit sector,0.03
Estonia,2010,R&D_GDP,Private non-profit sector,0.02
Estonia,2011,R&D_GDP,Private non-profit sector,0.02
Estonia,2012,R&D_GDP,Private non-profit sector,0.02
Estonia,2013,R&D_GDP,Private non-profit sector,0.02
Estonia,2014,R&D_GDP,Private non-profit sector,0.02
Estonia,2015,R&D_GDP,Private non-profit sector,0.03
Estonia,2016,R&D_GDP,Private non-profit sector,0.02
Estonia,2017,R&D_GDP,Private non-profit sector,0.02
Estonia,2018,R&D_GDP,Private non-profit sector,0.02
Estonia,2019,R&D_GDP,Private non-profit sector,0.02
Estonia,2020,R&D_GDP,Private non-profit sector,0.03
Estonia,2021,R&D_GDP,Private non-profit sector,0.02
Estonia,2022,R&D_GDP,Private non-profit sector,0.01
Estonia,2023,R&D_GDP,Private non-profit sector,0.02
Greece,2001,R&D_GDP,Private non-profit sector,0.0
Greece,2003,R&D_GDP,Private non-profit sector,0.01
Greece,2004,R&D_GDP,Private non-profit sector,0.01
Greece,2005,R&D_GDP,Private non-profit sector,0.01
Greece,2006,R&D_GDP,Private non-profit sector,0.01
Greece,2007,R&D_GDP,Private non-profit sector,0.01
Greece,2008,R&D_GDP,Private non-profit sector,0.01
Greece,2009,R&D_GDP,Private non-profit sector,0.01
Greece,2010,R&D_GDP,Private non-profit sector,0.01
Greece,2011,R&D_GDP,Private non-profit sector,0.01
Greece,2012,R&D_GDP,Private non-profit sector,0.01
Greece,2013,R&D_GDP,Private non-profit sector,0.01
Greece,2014,R&D_GDP,Private non-profit sector,0.01
Greece,2015,R&D_GDP,Private non-profit sector,0.01
Greece,2016,R&D_GDP,Private non-profit sector,0.01
Greece,2017,R&D_GDP,Private non-profit sector,0.01
Greece,2018,R&D_GDP,Private non-profit sector,0.01
Greece,2019,R&D_GDP,Private non-profit sector,0.01
Greece,2020,R&D_GDP,Private non-profit sector,0.01
Greece,2021,R&D_GDP,Private non-profit sector,0.01
Greece,2022,R&D_GDP,Private non-profit sector,0.01
Greece,2023,R&D_GDP,Private non-profit sector,0.01
Spain,2000,R&D_GDP,Private non-profit sector,0.01
Spain,2001,R&D_GDP,Private non-profit sector,0.01
Spain,2002,R&D_GDP,Private non-profit sector,0.0
Spain,2003,R&D_GDP,Private non-profit sector,0.0
Spain,2004,R&D_GDP,Private non-profit sector,0.0
Spain,2005,R&D_GDP,Private non-profit sector,0.0
Spain,2006,R&D_GDP,Private non-profit sector,0.0
Spain,2007,R&D_GDP,Private non-profit sector,0.0
Spain,2008,R&D_GDP,Private non-profit sector,0.0
Spain,2009,R&D_GDP,Private non-profit sector,0.0
Spain,2010,R&D_GDP,Private non-profit sector,0.0
Spain,2011,R&D_GDP,Private non-profit sector,0.0
Spain,2012,R&D_GDP,Private non-profit sector,0.0
Spain,2013,R&D_GDP,Private non-profit sector,0.0
Spain,2014,R&D_GDP,Private non-profit sector,0.0
Spain,2015,R&D_GDP,Private non-profit sector,0.0
Spain,2016,R&D_GDP,Private non-profit sector,0.0
Spain,2017,R&D_GDP,Private non-profit sector,0.0
Spain,2018,R&D_GDP,Private non-profit sector,0.0
Spain,2019,R&D_GDP,Private non-profit sector,0.0
Spain,2020,R&D_GDP,Private non-profit sector,0.0
Spain,2021,R&D_GDP,Private non-profit sector,0.0
Spain,2022,R&D_GDP,Private non-profit sector,0.0
Spain,2023,R&D_GDP,Private non-profit sector,0.0
Finland,2000,R&D_GDP,Private non-profit sector,0.02
Finland,2001,R&D_GDP,Private non-profit sector,0.02
Finland,2002,R&D_GDP,Private non-profit sector,0.02
Finland,2003,R&D_GDP,Private non-profit sector,0.02
Finland,2004,R&D_GDP,Private non-profit sector,0.02
Finland,2005,R&D_GDP,Private non-profit sector,0.02
Finland,2006,R&D_GDP,Private non-profit sector,0.02
Finland,2007,R&D_GDP,Private non-profit sector,0.02
Finland,2008,R&D_GDP,Private non-profit sector,0.02
Finland,2009,R&D_GDP,Private non-profit sector,0.02
Finland,2010,R&D_GDP,Private non-profit sector,0.03
Finland,2011,R&D_GDP,Private non-profit sector,0.03
Finland,2012,R&D_GDP,Private non-profit sector,0.02
Finland,2013,R&D_GDP,Private non-profit sector,0.02
Finland,2014,R&D_GDP,Private non-profit sector,0.02
Finland,2015,R&D_GDP,Private non-profit sector,0.02
